"time_tag","Obsdate","Obstime","Station","Observatory","Type","Quality","Region","Latitude","Report_Longitude","Longitude","Report_Location","Location","Carlon","Extent","Area","Numspot","Zurich","Penumbra","Compact","Spotclass","Magcode","Magclass","Obsid","Report_Status","ValidSpotClass"
"2024-11-22T10:55:00","2024-11-22T00:00:00","1055","16320","SVI","spt","2","3903","-11","-25","-33","S11W25","S11W33","263","6","110","5","4","2","2","Dso","2","B","433","2","1"
"2024-11-22T10:55:00","2024-11-22T00:00:00","1055","16320","SVI","spt","2","3905","-8","73","65","S08E73","S08E65","165","10","160","3","4","2","2","Dso","2","B","434","2","1"
"2024-11-22T10:55:00","2024-11-22T00:00:00","1055","16320","SVI","spt","2","3906","-16","79","71","S16E79","S16E71","159","13","40","2","5","2","2","Eso","2","B","435","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3904","-14","-66","-80","S14W66","S14W80","310","3","50","5","3","3","2","Cao","2","B","407","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3896","5","-60","-74","N05W60","N05W74","304","4","20","2","3","2","2","Cso","2","B","399","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3893","-19","-43","-57","S19W43","S19W57","287","1","10","1","1","0","1","Axx","1","A","395","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3898","-17","-40","-54","S17W40","S17W54","284","5","30","6","3","3","2","Cao","2","B","400","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3903","-10","-20","-34","S10W20","S10W34","264","4","20","4","4","2","2","Dso","2","B","406","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3899","-12","-1","-15","S12W01","S12W15","245","1","20","1","7","2","1","Hsx","1","A","401","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3900","21","23","9","N21E23","N21E09","221","2","10","2","7","3","1","Hax","1","A","402","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3901","-8","24","10","S08E24","S08E10","220","5","90","7","4","3","3","Dai","3","BG","403","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3902","-18","62","48","S18E62","S18E48","182","1","40","1","7","2","1","Hsx","1","A","404","2","1"
"2024-11-22T00:11:00","2024-11-22T00:00:00","0011","94302","LEA","spt","2","3905","-10","79","65","S10E79","S10E65","165","1","10","1","1","0","1","Axx","1","A","408","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3896","5","-52","-56","N05W52","N05W56","300","7","40","4","3","3","2","Cao","2","B","470","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3900","23","23","19","N23E23","N23E19","225","2","20","2","7","2","1","Hsx","1","A","474","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3904","-14","-57","-61","S14W57","S14W61","305","5","30","4","3","3","2","Cao","2","B","480","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3893","-17","-39","-43","S17W39","S17W43","287","1","10","1","7","3","1","Hax","1","A","467","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3898","-15","-30","-34","S15W30","S15W34","278","7","60","7","4","2","3","Dsi","2","B","472","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3903","-10","-13","-17","S10W13","S10W17","261","4","20","6","3","3","3","Cai","2","B","482","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3899","-13","7","3","S13E07","S13E03","241","2","20","2","7","3","1","Hax","1","A","473","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3901","-6","26","22","S06E26","S06E22","222","6","150","10","4","3","3","Dai","3","BG","475","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3902","-16","56","52","S16E56","S16E52","192","3","100","1","7","4","1","Hhx","1","A","481","2","1"
"2024-11-21T16:59:00","2024-11-21T00:00:00","1659","72269","HOL","spt","3","3905","-9","81","77","S09E81","S09E77","167","9","60","1","7","5","1","Hkx","1","A","483","2","1"
"2024-11-21T10:00:00","2024-11-21T00:00:00","1000","16320","SVI","spt","2","3896","6","-51","-59","N06W51","N06W59","302","8","20","3","4","2","2","Dso","2","B","424","2","1"
"2024-11-21T10:00:00","2024-11-21T00:00:00","1000","16320","SVI","spt","2","3900","22","30","22","N22E30","N22E22","221","1","10","1","7","2","1","Hsx","1","A","425","2","1"
"2024-11-21T10:00:00","2024-11-21T00:00:00","1000","16320","SVI","spt","2","3901","-7","30","22","S07E30","S07E22","221","5","50","4","4","2","2","Dso","2","B","426","2","1"
"2024-11-21T10:00:00","2024-11-21T00:00:00","1000","16320","SVI","spt","2","3898","-17","-31","-39","S17W31","S17W39","282","9","30","6","4","2","2","Dso","2","B","427","2","1"
"2024-11-21T10:00:00","2024-11-21T00:00:00","1000","16320","SVI","spt","2","3899","-12","7","-1","S12E07","S12W01","244","1","10","1","7","2","1","Hsx","1","A","428","2","1"
"2024-11-21T10:00:00","2024-11-21T00:00:00","1000","16320","SVI","spt","2","3902","-16","69","61","S16E69","S16E61","182","2","30","1","7","2","1","Hsx","1","A","431","2","1"
"2024-11-21T10:00:00","2024-11-21T00:00:00","1000","16320","SVI","spt","2","3904","-13","-58","-66","S13W58","S13W66","309","0","0","1","1","0","1","Axx","1","A","432","2","1"
"2024-11-21T00:07:00","2024-11-21T00:00:00","0007","94302","LEA","spt","3","3896","5","-46","-60","N05W46","N05W60","303","4","40","2","4","2","2","Dso","2","B","399","2","1"
"2024-11-21T00:07:00","2024-11-21T00:00:00","0007","94302","LEA","spt","3","3893","-19","-29","-43","S19W29","S19W43","286","1","10","1","7","2","1","Hsx","1","A","395","2","1"
"2024-11-21T00:07:00","2024-11-21T00:00:00","0007","94302","LEA","spt","3","3898","-17","-25","-39","S17W25","S17W39","282","6","30","6","4","3","2","Dao","2","B","400","2","1"
"2024-11-21T00:07:00","2024-11-21T00:00:00","0007","94302","LEA","spt","3","null","2","22","8","N02E22","N02E08","235","2","10","2","2","0","2","Bxo","2","B","405","2","1"
"2024-11-21T00:07:00","2024-11-21T00:00:00","0007","94302","LEA","spt","3","3899","-12","12","-2","S12E12","S12W02","245","1","10","1","7","3","1","Hax","1","A","401","2","1"
"2024-11-21T00:07:00","2024-11-21T00:00:00","0007","94302","LEA","spt","3","3900","22","35","21","N22E35","N22E21","222","1","10","1","7","2","1","Hsx","1","A","402","2","1"
"2024-11-21T00:07:00","2024-11-21T00:00:00","0007","94302","LEA","spt","3","3901","-7","38","24","S07E38","S07E24","219","4","80","8","4","2","3","Dsi","3","BG","403","2","1"
"2024-11-21T00:07:00","2024-11-21T00:00:00","0007","94302","LEA","spt","3","3902","-17","77","63","S17E77","S17E63","180","1","30","1","7","2","1","Hsx","1","A","404","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","null","23","-56","-61","N23W56","N23W61","318","0","10","2","2","0","2","Bxo","2","B","477","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","3896","6","-40","-45","N06W40","N06W45","302","6","70","8","4","3","2","Dao","2","B","470","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","null","-7","-50","-55","S07W50","S07W55","312","0","0","1","1","0","1","Axx","1","A","479","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","3897","-14","-81","-86","S14W81","S14W86","343","3","80","2","4","1","2","Dro","2","B","471","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","null","-14","-44","-49","S14W44","S14W49","306","0","0","1","1","0","1","Axx","1","A","480","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","3893","-29","-25","-30","S29W25","S29W30","287","1","20","1","7","1","1","Hrx","1","A","467","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","3898","-17","-20","-25","S17W20","S17W25","282","7","30","8","4","1","2","Dro","2","B","472","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","3899","-13","18","13","S13E18","S13E13","244","5","20","2","7","2","1","Hsx","1","A","473","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","3901","-7","43","38","S07E43","S07E38","219","7","120","10","3","2","2","Cso","3","BG","475","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","3902","-17","75","70","S17E75","S17E70","187","11","70","2","3","1","2","Cro","2","B","481","2","1"
"2024-11-20T15:38:00","2024-11-20T00:00:00","1538","72269","HOL","spt","3","3900","21","39","34","N21E39","N21E34","223","1","20","2","7","2","1","Hsx","1","A","474","2","1"
"2024-11-20T09:16:00","2024-11-20T00:00:00","0916","16320","SVI","spt","2","3893","-19","-21","-30","S19W21","S19W30","286","1","10","1","7","2","1","Hsx","1","A","421","2","1"
"2024-11-20T09:16:00","2024-11-20T00:00:00","0916","16320","SVI","spt","2","3896","6","-37","-46","N06W37","N06W46","302","5","40","5","4","3","2","Dao","2","B","424","2","1"
"2024-11-20T09:16:00","2024-11-20T00:00:00","0916","16320","SVI","spt","2","3900","23","43","34","N23E43","N23E34","222","1","10","1","7","2","1","Hsx","1","A","425","2","1"
"2024-11-20T09:16:00","2024-11-20T00:00:00","0916","16320","SVI","spt","2","3901","-7","45","36","S07E45","S07E36","220","5","70","3","4","3","2","Dao","2","B","426","2","1"
"2024-11-20T09:16:00","2024-11-20T00:00:00","0916","16320","SVI","spt","2","3898","-17","-16","-25","S17W16","S17W25","281","6","20","8","4","2","2","Dso","2","B","427","2","1"
"2024-11-20T09:16:00","2024-11-20T00:00:00","0916","16320","SVI","spt","2","3899","-12","22","13","S12E22","S12E13","243","1","10","1","7","2","1","Hsx","1","A","428","2","1"
"2024-11-20T09:16:00","2024-11-20T00:00:00","0916","16320","SVI","spt","2","3897","-13","-79","-88","S13W79","S13W88","344","3","60","3","4","2","2","Dso","2","B","429","2","1"
"2024-11-20T09:16:00","2024-11-20T00:00:00","0916","16320","SVI","spt","2","null","-7","-46","-55","S07W46","S07W55","311","1","10","1","7","2","1","Hsx","1","A","430","2","1"
"2024-11-20T00:37:00","2024-11-20T00:00:00","0037","94302","LEA","spt","2","3897","-12","-76","-90","S12W76","S12W90","346","5","190","6","4","3","3","Dai","2","B","398","2","1"
"2024-11-20T00:37:00","2024-11-20T00:00:00","0037","94302","LEA","spt","2","3896","5","-32","-46","N05W32","N05W46","302","4","30","4","4","2","2","Dso","2","B","399","2","1"
"2024-11-20T00:37:00","2024-11-20T00:00:00","0037","94302","LEA","spt","2","3893","-19","-17","-31","S19W17","S19W31","287","1","20","1","7","2","1","Hsx","1","A","395","2","1"
"2024-11-20T00:37:00","2024-11-20T00:00:00","0037","94302","LEA","spt","2","3898","-16","-13","-27","S16W13","S16W27","283","6","50","7","3","3","2","Cao","2","B","400","2","1"
"2024-11-20T00:37:00","2024-11-20T00:00:00","0037","94302","LEA","spt","2","3899","-13","26","12","S13E26","S13E12","244","1","20","1","7","2","1","Hsx","1","A","401","2","1"
"2024-11-20T00:37:00","2024-11-20T00:00:00","0037","94302","LEA","spt","2","3900","22","48","34","N22E48","N22E34","222","1","30","1","7","2","1","Hsx","1","A","402","2","1"
"2024-11-20T00:37:00","2024-11-20T00:00:00","0037","94302","LEA","spt","2","3901","-9","49","35","S09E49","S09E35","221","3","80","3","7","2","1","Hsx","1","A","403","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","3892","-11","-79","-84","S11W79","S11W84","354","3","60","1","7","3","1","Hax","1","A","466","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","3897","-12","-68","-73","S12W68","S12W73","343","18","230","12","6","3","3","Fai","3","BG","471","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","null","23","-44","-49","N23W44","N23W49","319","6","20","2","2","0","1","Bxx","1","A","477","2","0"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","3896","6","-27","-32","N06W27","N06W32","302","6","60","7","4","3","2","Dao","2","B","470","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","3893","-18","-12","-17","S18W12","S18W17","287","2","20","3","7","2","1","Hsx","1","A","467","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","3898","-17","-6","-11","S17W06","S17W11","281","7","120","15","4","1","2","Dro","2","B","472","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","null","22","2","-3","N22E02","N22W03","273","0","10","1","1","0","1","Axx","1","A","476","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","null","-14","22","17","S14E22","S14E17","253","3","10","2","1","0","1","Axx","1","A","478","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","3899","-13","32","27","S13E32","S13E27","243","4","30","2","3","2","2","Cso","2","B","473","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","3900","22","52","47","N22E52","N22E47","223","3","40","1","7","3","1","Hax","1","A","474","2","1"
"2024-11-19T15:50:00","2024-11-19T00:00:00","1550","72269","HOL","spt","3","3901","-7","55","50","S07E55","S07E50","220","6","10","2","4","3","2","Dao","2","B","475","2","1"
"2024-11-19T07:25:00","2024-11-19T00:00:00","0725","16320","SVI","spt","2","3892","-12","-80","-90","S12W80","S12W90","359","3","20","1","7","2","1","Hsx","1","A","420","2","1"
"2024-11-19T07:25:00","2024-11-19T00:00:00","0725","16320","SVI","spt","2","3893","-19","-7","-17","S19W07","S19W17","286","1","60","1","7","2","1","Hsx","1","A","421","2","1"
"2024-11-19T07:25:00","2024-11-19T00:00:00","0725","16320","SVI","spt","2","3896","5","-21","-31","N05W21","N05W31","300","5","30","5","4","2","2","Dso","2","B","424","2","1"
"2024-11-19T07:25:00","2024-11-19T00:00:00","0725","16320","SVI","spt","2","3900","23","55","45","N23E55","N23E45","224","1","20","1","7","1","1","Hrx","1","A","425","2","1"
"2024-11-19T07:25:00","2024-11-19T00:00:00","0725","16320","SVI","spt","2","3901","-7","60","50","S07E60","S07E50","219","5","110","3","4","2","2","Dso","2","B","426","2","1"
"2024-11-19T07:25:00","2024-11-19T00:00:00","0725","16320","SVI","spt","2","3898","-16","-2","-12","S16W02","S16W12","281","6","30","6","4","3","2","Dao","2","B","427","2","1"
"2024-11-19T07:25:00","2024-11-19T00:00:00","0725","16320","SVI","spt","2","3899","-12","36","26","S12E36","S12E26","243","1","20","1","7","2","1","Hsx","1","A","428","2","1"
"2024-11-19T07:25:00","2024-11-19T00:00:00","0725","16320","SVI","spt","2","3897","-12","-65","-75","S12W65","S12W75","344","5","100","4","4","2","2","Dso","2","B","429","2","1"
"2024-11-19T00:17:00","2024-11-19T00:00:00","0017","94302","LEA","spt","2","3892","-9","-74","-88","S09W74","S09W88","357","1","120","1","7","2","1","Hsx","1","A","394","2","1"
"2024-11-19T00:17:00","2024-11-19T00:00:00","0017","94302","LEA","spt","2","3897","-9","-63","-77","S09W63","S09W77","346","2","180","4","4","2","2","Dso","2","B","398","2","1"
"2024-11-19T00:17:00","2024-11-19T00:00:00","0017","94302","LEA","spt","2","3896","6","-17","-31","N06W17","N06W31","300","4","80","2","4","3","2","Dao","2","B","399","2","1"
"2024-11-19T00:17:00","2024-11-19T00:00:00","0017","94302","LEA","spt","2","3893","-19","-3","-17","S19W03","S19W17","286","1","40","1","7","2","1","Hsx","1","A","395","2","1"
"2024-11-19T00:17:00","2024-11-19T00:00:00","0017","94302","LEA","spt","2","3898","-17","3","-11","S17E03","S17W11","280","6","50","4","3","3","2","Cao","2","B","400","2","1"
"2024-11-19T00:17:00","2024-11-19T00:00:00","0017","94302","LEA","spt","2","3899","-12","41","27","S12E41","S12E27","242","1","10","2","1","0","1","Axx","1","A","401","2","1"
"2024-11-19T00:17:00","2024-11-19T00:00:00","0017","94302","LEA","spt","2","3900","22","61","47","N22E61","N22E47","222","1","10","1","7","0","1","Hxx","1","A","402","2","0"
"2024-11-19T00:17:00","2024-11-19T00:00:00","0017","94302","LEA","spt","2","3901","-8","65","51","S08E65","S08E51","218","3","90","3","4","3","2","Dao","3","BG","403","2","1"
"2024-11-18T17:43:00","2024-11-18T00:00:00","1743","72269","HOL","spt","3","3889","-10","-76","-80","S10W76","S10W80","3","1","120","1","7","2","1","Hsx","1","A","463","2","1"
"2024-11-18T17:43:00","2024-11-18T00:00:00","1743","72269","HOL","spt","3","3892","-11","-62","-66","S11W62","S11W66","349","2","200","3","7","3","1","Hax","1","A","466","2","1"
"2024-11-18T17:43:00","2024-11-18T00:00:00","1743","72269","HOL","spt","3","3893","-19","-1","-5","S19W01","S19W05","288","1","20","1","7","2","1","Hsx","1","A","467","2","1"
"2024-11-18T17:43:00","2024-11-18T00:00:00","1743","72269","HOL","spt","3","3896","5","-12","-16","N05W12","N05W16","299","4","50","8","3","3","2","Cao","2","B","470","2","1"
"2024-11-18T17:43:00","2024-11-18T00:00:00","1743","72269","HOL","spt","3","3897","-12","-57","-61","S12W57","S12W61","344","3","80","8","4","3","2","Dao","2","B","471","2","1"
"2024-11-18T17:43:00","2024-11-18T00:00:00","1743","72269","HOL","spt","3","3898","-15","7","3","S15E07","S15E03","280","5","30","4","3","3","2","Cao","2","B","472","2","1"
"2024-11-18T17:43:00","2024-11-18T00:00:00","1743","72269","HOL","spt","3","3899","-16","52","48","S16E52","S16E48","235","4","80","4","3","2","2","Cso","2","B","473","2","1"
"2024-11-18T17:43:00","2024-11-18T00:00:00","1743","72269","HOL","spt","3","3900","23","61","57","N23E61","N23E57","226","2","50","3","3","3","2","Cao","2","B","474","2","1"
"2024-11-18T17:43:00","2024-11-18T00:00:00","1743","72269","HOL","spt","3","3901","-7","68","64","S07E68","S07E64","219","3","220","9","4","3","3","Dai","3","BG","475","2","1"
